Campaign Type,Placement,Device,Spend,Impressions,Views,Clicks,Conversions,Ad Type,date
CRM,Facebook News Feed,Mobile,51.37,1130,436,30,31.0,Infographic,2023-10-20
Retargeting,GDN,Desktop,102.2,2043,631,63,31.0,Lifestyle,2023-10-20
Prospecting,GDN,Mobile,97.91,2447,1097,54,46.0,Lifestyle,2023-10-20
Prospecting,Facebook News Feed,Mobile,101.46,2536,361,18,15.0,Product,2023-10-20
Retargeting,Facebook Audience Network,Mobile,95.27,1905,95,9,15.0,Lifestyle,2023-10-20
Retargeting,GDN,Desktop,103.11,2062,291,29,31.0,Product,2023-10-20
Prospecting,Facebook Audience Network,Mobile,94.77,2369,26,1,15.0,Lifestyle,2023-10-20
Retargeting,Facebook News Feed,Mobile,73.41,1468,304,30,31.0,Lifestyle,2023-10-20
Retargeting,Facebook Audience Network,Desktop,108.09,2161,722,72,31.0,Product,2023-10-20
Prospecting,Facebook Audience Network,Desktop,67.58,1689,768,38,15.0,Lifestyle,2023-10-20
CRM,Instagram,Desktop,58.28,1282,204,14,15.0,Lifestyle,2023-10-20
Retargeting,Instagram,Desktop,90.82,1816,866,86,77.0,Infographic,2023-10-20
CRM,GDN,Mobile,64.35,1415,577,40,31.0,Infographic,2023-10-20
Retargeting,Instagram,Desktop,111.01,2220,661,66,61.0,Lifestyle,2023-10-20
Prospecting,Instagram,Desktop,93.37,2334,678,33,31.0,Product,2023-10-20
Prospecting,Instagram,Mobile,85.22,2130,219,10,15.0,Infographic,2023-10-20
CRM,Facebook Audience Network,Desktop,61.72,1357,299,20,15.0,Lifestyle,2023-10-20
Retargeting,Facebook Audience Network,Desktop,137.08,2741,257,25,15.0,Infographic,2023-10-20
Prospecting,Instagram,Mobile,57.13,1428,239,11,15.0,Lifestyle,2023-10-20
Prospecting,Facebook News Feed,Desktop,105.43,2635,1252,62,46.0,Product,2023-10-20
Retargeting,Instagram,Desktop,94.2,1884,473,47,46.0,Infographic,2023-10-20
Retargeting,Facebook News Feed,Mobile,111.42,2228,217,21,15.0,Infographic,2023-10-20
Retargeting,Facebook Audience Network,Mobile,93.49,1869,464,46,46.0,Lifestyle,2023-10-20
Retargeting,Facebook News Feed,Mobile,85.95,1718,194,19,15.0,Product,2023-10-20
CRM,Facebook Audience Network,Mobile,64.85,1426,269,18,15.0,Product,2023-10-20
Retargeting,Facebook News Feed,Mobile,120.84,2416,562,56,31.0,Product,2023-10-20
Retargeting,Facebook Audience Network,Mobile,109.46,2189,355,35,31.0,Lifestyle,2023-10-20
Prospecting,Facebook Audience Network,Mobile,71.87,1796,539,26,15.0,Product,2023-10-20
Retargeting,Instagram,Mobile,172.23,3444,475,47,46.0,Product,2023-10-20
Prospecting,GDN,Mobile,97.98,2449,564,28,15.0,Lifestyle,2023-10-20
Retargeting,GDN,Mobile,118.67,2373,307,30,31.0,Product,2023-10-19
CRM,Facebook Audience Network,Mobile,56.47,1242,408,28,15.0,Product,2023-10-19
CRM,Instagram,Mobile,53.75,1182,440,30,31.0,Infographic,2023-10-19
CRM,GDN,Desktop,57.2,1258,520,36,31.0,Product,2023-10-19
Retargeting,GDN,Mobile,121.63,2432,484,48,31.0,Infographic,2023-10-19
Prospecting,Instagram,Mobile,65.14,1628,618,30,15.0,Infographic,2023-10-19
Retargeting,Instagram,Mobile,78.64,1572,257,25,31.0,Infographic,2023-10-19
Retargeting,GDN,Mobile,110.79,2215,693,69,31.0,Infographic,2023-10-19
Retargeting,GDN,Mobile,106.38,2127,929,92,77.0,Product,2023-10-19
Prospecting,Facebook News Feed,Desktop,68.45,1711,169,8,15.0,Infographic,2023-10-19
Retargeting,Facebook News Feed,Desktop,78.18,1563,460,46,31.0,Infographic,2023-10-19
Prospecting,Facebook Audience Network,Desktop,101.57,2539,650,32,31.0,Infographic,2023-10-19
Retargeting,GDN,Desktop,107.14,2142,796,79,61.0,Product,2023-10-19
Retargeting,Instagram,Mobile,72.73,1454,110,11,15.0,Lifestyle,2023-10-19
Prospecting,Instagram,Desktop,60.6,1514,603,30,15.0,Infographic,2023-10-19
Retargeting,GDN,Desktop,92.77,1855,219,21,31.0,Infographic,2023-10-19
Prospecting,Facebook Audience Network,Mobile,90.99,2274,1028,51,31.0,Lifestyle,2023-10-19
Retargeting,Instagram,Desktop,111.9,2238,668,66,46.0,Product,2023-10-19
CRM,GDN,Desktop,71.32,1568,512,35,31.0,Infographic,2023-10-19
Prospecting,GDN,Mobile,57.64,1441,211,10,15.0,Product,2023-10-19
Retargeting,Facebook Audience Network,Mobile,104.48,2089,118,11,15.0,Infographic,2023-10-19
Retargeting,GDN,Desktop,128.52,2570,384,38,15.0,Product,2023-10-19
Prospecting,Instagram,Mobile,99.99,2499,259,12,15.0,Product,2023-10-19
CRM,Facebook News Feed,Desktop,63.59,1398,398,27,15.0,Infographic,2023-10-19
Retargeting,Facebook Audience Network,Mobile,146.96,2939,1198,119,92.0,Infographic,2023-10-19
Retargeting,GDN,Desktop,112.19,2243,133,13,15.0,Product,2023-10-19
CRM,Facebook Audience Network,Desktop,70.43,1549,101,7,15.0,Infographic,2023-10-19
Prospecting,GDN,Desktop,80.67,2016,384,19,15.0,Lifestyle,2023-10-19
Retargeting,Facebook News Feed,Mobile,84.38,1687,454,45,46.0,Product,2023-10-19
Retargeting,Facebook Audience Network,Mobile,82.5,1649,61,6,15.0,Lifestyle,2023-10-19
Retargeting,GDN,Desktop,103.63,2072,959,95,46.0,Infographic,2023-10-19
Prospecting,Facebook News Feed,Mobile,76.83,1920,900,45,15.0,Lifestyle,2023-10-19
Retargeting,Instagram,Mobile,64.63,1292,565,56,31.0,Lifestyle,2023-10-19
CRM,GDN,Desktop,49.74,1094,6,5,15.0,Product,2023-10-19
Retargeting,Facebook News Feed,Mobile,93.63,1872,867,86,77.0,Lifestyle,2023-10-19
Retargeting,Facebook News Feed,Mobile,114.55,2290,514,51,31.0,Infographic,2023-10-19
Prospecting,Facebook Audience Network,Desktop,79.76,1993,331,16,15.0,Product,2023-10-19
CRM,GDN,Desktop,59.28,1304,378,26,31.0,Infographic,2023-10-19
CRM,Instagram,Mobile,50.13,1102,444,31,15.0,Infographic,2023-10-19
Retargeting,GDN,Mobile,100.46,2009,334,33,31.0,Lifestyle,2023-10-19
Prospecting,Facebook News Feed,Mobile,99.79,2494,660,33,15.0,Infographic,2023-10-19
Prospecting,Instagram,Desktop,82.33,2058,287,14,15.0,Lifestyle,2023-10-19
Retargeting,Facebook News Feed,Mobile,69.85,1397,11,1,15.0,Product,2023-10-19
Retargeting,Facebook Audience Network,Mobile,74.97,1499,103,10,15.0,Product,2023-10-19
Retargeting,GDN,Mobile,111.78,2235,172,17,15.0,Lifestyle,2023-10-19
Retargeting,Facebook News Feed,Mobile,95.51,1910,606,60,31.0,Product,2023-10-19
CRM,Facebook News Feed,Mobile,59.25,1303,320,22,15.0,Product,2023-10-19
Retargeting,GDN,Mobile,87.75,1754,714,71,31.0,Product,2023-10-19
CRM,Instagram,Desktop,65.03,1430,44,3,15.0,Product,2023-10-19
Prospecting,Facebook News Feed,Desktop,75.49,1887,545,27,15.0,Lifestyle,2023-10-19
Prospecting,GDN,Desktop,77.2,1930,210,10,15.0,Lifestyle,2023-10-18
Prospecting,Facebook Audience Network,Mobile,67.23,1680,736,36,31.0,Infographic,2023-10-18
Retargeting,Facebook Audience Network,Mobile,118.43,2368,416,41,31.0,Infographic,2023-10-18
Retargeting,GDN,Desktop,95.58,1911,263,26,31.0,Product,2023-10-18
Retargeting,Facebook News Feed,Desktop,112.16,2243,300,30,31.0,Lifestyle,2023-10-18
Prospecting,GDN,Desktop,62.1,1552,455,22,15.0,Lifestyle,2023-10-18
Retargeting,GDN,Desktop,134.68,2693,1249,124,77.0,Lifestyle,2023-10-18
Prospecting,Facebook News Feed,Desktop,99.16,2479,103,5,15.0,Infographic,2023-10-18
Retargeting,Instagram,Mobile,61.8,1236,220,22,15.0,Product,2023-10-18
Retargeting,Instagram,Mobile,83.96,1679,333,33,31.0,Lifestyle,2023-10-18
Retargeting,Facebook Audience Network,Mobile,109.55,2191,417,41,15.0,Infographic,2023-10-18
CRM,Instagram,Mobile,46.8,1029,300,21,15.0,Lifestyle,2023-10-18
Prospecting,GDN,Mobile,78.03,1950,634,31,15.0,Lifestyle,2023-10-18
Retargeting,Facebook News Feed,Desktop,108.53,2170,960,96,61.0,Infographic,2023-10-18
Prospecting,Facebook Audience Network,Desktop,77.23,1930,456,22,31.0,Infographic,2023-10-18
Retargeting,Instagram,Mobile,110.78,2215,435,43,31.0,Lifestyle,2023-10-18
CRM,GDN,Desktop,53.07,1167,393,27,15.0,Product,2023-10-18
Prospecting,Facebook Audience Network,Mobile,46.34,1158,42,2,15.0,Product,2023-10-18
Retargeting,Facebook News Feed,Mobile,119.64,2392,209,20,15.0,Infographic,2023-10-18
Prospecting,Instagram,Desktop,94.64,2365,965,48,31.0,Lifestyle,2023-10-18
Retargeting,GDN,Mobile,150.07,3001,10,1,15.0,Infographic,2023-10-18
CRM,Facebook News Feed,Mobile,37.93,834,215,15,15.0,Lifestyle,2023-10-18
Retargeting,GDN,Mobile,115.02,2300,224,22,15.0,Lifestyle,2023-10-18
Prospecting,GDN,Desktop,50.47,1261,245,12,15.0,Lifestyle,2023-10-18
Retargeting,GDN,Desktop,135.13,2702,657,65,46.0,Infographic,2023-10-18
Prospecting,Facebook News Feed,Mobile,87.32,2182,772,38,31.0,Infographic,2023-10-18
Prospecting,Facebook Audience Network,Mobile,65.72,1643,798,39,15.0,Infographic,2023-10-18
Prospecting,GDN,Desktop,91.7,2292,15,5,15.0,Infographic,2023-10-18
Prospecting,Facebook Audience Network,Desktop,71.7,1792,193,9,15.0,Product,2023-10-18
CRM,Facebook Audience Network,Desktop,63.0,1386,8,5,15.0,Lifestyle,2023-10-18
Retargeting,Instagram,Desktop,104.12,2082,513,51,31.0,Infographic,2023-10-18
Retargeting,Instagram,Mobile,134.88,2697,292,29,15.0,Lifestyle,2023-10-18
Retargeting,Facebook Audience Network,Mobile,136.3,2725,1107,110,61.0,Product,2023-10-18
CRM,Instagram,Mobile,54.03,1188,208,14,15.0,Infographic,2023-10-18
Retargeting,Instagram,Desktop,121.16,2423,57,5,15.0,Product,2023-10-18
Prospecting,Facebook Audience Network,Desktop,85.32,2133,984,49,31.0,Infographic,2023-10-18
Prospecting,Facebook News Feed,Mobile,58.81,1470,511,25,31.0,Lifestyle,2023-10-18
Retargeting,Instagram,Desktop,86.08,1721,617,61,46.0,Product,2023-10-18
Retargeting,Instagram,Mobile,146.72,2934,647,64,46.0,Product,2023-10-18
Retargeting,Facebook News Feed,Desktop,107.16,2143,460,46,15.0,Infographic,2023-10-18
Retargeting,Facebook News Feed,Mobile,120.0,2399,968,96,77.0,Lifestyle,2023-10-18
Retargeting,Facebook News Feed,Mobile,95.76,1915,324,32,31.0,Lifestyle,2023-10-18
Retargeting,Facebook Audience Network,Mobile,89.2,1784,209,20,15.0,Lifestyle,2023-10-18
CRM,Facebook News Feed,Mobile,60.27,1325,124,8,15.0,Lifestyle,2023-10-18
CRM,Facebook Audience Network,Desktop,57.34,1261,461,32,31.0,Infographic,2023-10-18
Retargeting,GDN,Mobile,70.13,1402,289,28,15.0,Product,2023-10-18
Retargeting,GDN,Mobile,79.93,1598,213,21,15.0,Infographic,2023-10-18
Retargeting,Facebook News Feed,Mobile,114.16,2283,1120,112,46.0,Lifestyle,2023-10-18
Prospecting,Facebook News Feed,Mobile,74.29,1857,919,45,46.0,Product,2023-10-18
CRM,GDN,Desktop,60.26,1325,248,17,15.0,Product,2023-10-18
Retargeting,Facebook Audience Network,Mobile,104.7,2093,732,73,46.0,Lifestyle,2023-10-17
Retargeting,Facebook Audience Network,Mobile,106.26,2125,524,52,31.0,Infographic,2023-10-17
Prospecting,Facebook News Feed,Desktop,97.2,2429,1114,55,46.0,Infographic,2023-10-17
Prospecting,Facebook News Feed,Mobile,63.52,1587,704,35,15.0,Lifestyle,2023-10-17
Retargeting,Facebook News Feed,Mobile,111.41,2228,771,77,61.0,Product,2023-10-17
Prospecting,GDN,Mobile,91.33,2283,575,28,15.0,Product,2023-10-17
Retargeting,Instagram,Mobile,119.72,2394,841,84,61.0,Infographic,2023-10-17
Retargeting,Facebook News Feed,Desktop,71.74,1434,166,16,15.0,Product,2023-10-17
Prospecting,Facebook Audience Network,Desktop,83.82,2095,248,12,15.0,Lifestyle,2023-10-17
CRM,Instagram,Desktop,77.16,1697,783,54,31.0,Product,2023-10-17
Retargeting,Facebook Audience Network,Desktop,98.02,1960,339,33,15.0,Infographic,2023-10-17
CRM,Instagram,Desktop,64.83,1426,445,31,15.0,Infographic,2023-10-17
Retargeting,GDN,Desktop,115.61,2312,108,10,15.0,Lifestyle,2023-10-17
Prospecting,Instagram,Mobile,64.62,1615,416,20,15.0,Infographic,2023-10-17
Retargeting,Facebook Audience Network,Mobile,136.68,2733,425,42,31.0,Lifestyle,2023-10-17
CRM,Instagram,Mobile,65.0,1429,43,3,15.0,Product,2023-10-17
CRM,GDN,Mobile,65.2,1434,341,23,15.0,Product,2023-10-17
Retargeting,Facebook Audience Network,Desktop,66.76,1335,200,20,15.0,Product,2023-10-17
CRM,Facebook News Feed,Mobile,67.95,1494,377,26,15.0,Lifestyle,2023-10-17
CRM,Instagram,Mobile,65.06,1431,103,7,15.0,Infographic,2023-10-17
Prospecting,Facebook Audience Network,Desktop,104.36,2609,457,22,15.0,Lifestyle,2023-10-17
Retargeting,Instagram,Mobile,93.77,1875,414,41,31.0,Product,2023-10-17
CRM,GDN,Mobile,50.12,1102,401,28,31.0,Product,2023-10-17
CRM,Facebook Audience Network,Desktop,53.18,1169,389,27,31.0,Product,2023-10-17
Retargeting,Facebook News Feed,Mobile,89.9,1798,361,36,31.0,Product,2023-10-17
CRM,Facebook News Feed,Mobile,48.81,1073,433,30,31.0,Product,2023-10-17
Retargeting,Instagram,Desktop,125.8,2516,1051,105,77.0,Lifestyle,2023-10-17
Retargeting,GDN,Mobile,126.55,2531,1130,113,61.0,Product,2023-10-17
Prospecting,GDN,Mobile,77.06,1926,791,39,31.0,Lifestyle,2023-10-17
Prospecting,Instagram,Mobile,74.11,1852,539,26,15.0,Lifestyle,2023-10-17
Prospecting,Facebook Audience Network,Mobile,52.77,1319,185,9,15.0,Product,2023-10-17
Retargeting,Facebook Audience Network,Mobile,113.92,2278,194,19,15.0,Product,2023-10-17
CRM,Instagram,Desktop,76.53,1683,145,10,15.0,Product,2023-10-17
Retargeting,Facebook Audience Network,Mobile,87.26,1745,771,77,61.0,Lifestyle,2023-10-17
Retargeting,Facebook Audience Network,Mobile,97.66,1953,871,87,61.0,Infographic,2023-10-17
Retargeting,Facebook Audience Network,Mobile,108.69,2173,688,68,61.0,Lifestyle,2023-10-17
Prospecting,Instagram,Desktop,105.87,2646,127,6,15.0,Product,2023-10-17
CRM,Facebook News Feed,Desktop,62.0,1363,105,7,15.0,Lifestyle,2023-10-17
Prospecting,GDN,Desktop,82.93,2073,351,17,15.0,Infographic,2023-10-17
CRM,Facebook News Feed,Mobile,61.79,1359,382,26,31.0,Infographic,2023-10-17
Retargeting,Facebook Audience Network,Mobile,71.5,1429,348,34,31.0,Infographic,2023-10-17
Prospecting,Instagram,Mobile,58.3,1457,480,24,31.0,Lifestyle,2023-10-17
Retargeting,GDN,Mobile,83.84,1676,833,83,61.0,Infographic,2023-10-17
Retargeting,Facebook Audience Network,Mobile,120.26,2405,313,31,15.0,Infographic,2023-10-17
Retargeting,GDN,Desktop,93.29,1865,522,52,31.0,Lifestyle,2023-10-17
Prospecting,GDN,Mobile,72.06,1801,878,43,46.0,Product,2023-10-17
Prospecting,Facebook News Feed,Mobile,71.79,1794,359,17,15.0,Infographic,2023-10-17
Prospecting,Facebook Audience Network,Desktop,77.94,1948,320,16,15.0,Lifestyle,2023-10-17
Retargeting,GDN,Desktop,134.04,2680,383,38,31.0,Infographic,2023-10-17
Retargeting,Facebook News Feed,Desktop,96.98,1939,16,1,15.0,Lifestyle,2023-10-17
Prospecting,Instagram,Desktop,68.21,1705,369,18,15.0,Product,2023-10-16
Retargeting,GDN,Desktop,100.5,2010,847,84,61.0,Lifestyle,2023-10-16
CRM,Facebook Audience Network,Mobile,77.55,1706,65,4,15.0,Lifestyle,2023-10-16
Prospecting,Instagram,Mobile,72.46,1811,885,44,31.0,Infographic,2023-10-16
Retargeting,GDN,Mobile,76.38,1527,112,11,15.0,Lifestyle,2023-10-16
CRM,GDN,Mobile,54.99,1209,415,29,31.0,Product,2023-10-16
Prospecting,Facebook Audience Network,Mobile,81.93,2048,70,3,15.0,Lifestyle,2023-10-16
Retargeting,GDN,Desktop,113.76,2275,1084,108,46.0,Lifestyle,2023-10-16
Prospecting,Facebook Audience Network,Mobile,95.1,2377,443,22,15.0,Lifestyle,2023-10-16
Retargeting,Facebook Audience Network,Mobile,79.09,1581,313,31,15.0,Product,2023-10-16
CRM,Facebook Audience Network,Desktop,50.49,1110,482,33,15.0,Product,2023-10-16
CRM,Facebook Audience Network,Desktop,56.77,1248,243,17,15.0,Lifestyle,2023-10-16
CRM,GDN,Mobile,66.84,1470,516,36,31.0,Lifestyle,2023-10-16
Prospecting,Instagram,Mobile,61.1,1527,369,18,15.0,Lifestyle,2023-10-16
Retargeting,Instagram,Desktop,87.85,1757,316,31,31.0,Infographic,2023-10-16
Prospecting,Facebook News Feed,Mobile,71.11,1777,20,1,15.0,Product,2023-10-16
Retargeting,Facebook Audience Network,Desktop,118.83,2376,697,69,46.0,Lifestyle,2023-10-16
Prospecting,GDN,Mobile,87.92,2198,720,36,31.0,Lifestyle,2023-10-16
Prospecting,GDN,Desktop,93.56,2338,230,11,15.0,Product,2023-10-16
Retargeting,Facebook News Feed,Desktop,126.77,2535,863,86,61.0,Infographic,2023-10-16
Retargeting,Instagram,Desktop,93.89,1877,590,59,31.0,Lifestyle,2023-10-16
CRM,GDN,Mobile,48.13,1058,468,32,15.0,Product,2023-10-16
CRM,Facebook News Feed,Desktop,48.19,1060,77,5,15.0,Infographic,2023-10-16
Retargeting,Instagram,Desktop,63.24,1264,562,56,31.0,Product,2023-10-16
Retargeting,GDN,Mobile,90.82,1816,768,76,46.0,Product,2023-10-16
Retargeting,Facebook Audience Network,Mobile,92.32,1846,807,80,61.0,Lifestyle,2023-10-16
CRM,Facebook News Feed,Mobile,67.88,1493,529,37,31.0,Product,2023-10-16
Retargeting,GDN,Desktop,100.34,2006,289,28,31.0,Lifestyle,2023-10-16
Prospecting,Facebook News Feed,Desktop,72.65,1816,217,10,15.0,Infographic,2023-10-16
Retargeting,Facebook News Feed,Desktop,97.68,1953,956,95,46.0,Lifestyle,2023-10-16
Prospecting,Facebook News Feed,Mobile,64.42,1610,99,4,15.0,Product,2023-10-16
Retargeting,Facebook Audience Network,Mobile,120.51,2410,148,14,15.0,Product,2023-10-16
Prospecting,Instagram,Desktop,68.21,1705,384,19,15.0,Product,2023-10-16
Retargeting,Instagram,Mobile,77.2,1544,154,15,15.0,Lifestyle,2023-10-16
Prospecting,GDN,Mobile,92.27,2306,394,19,15.0,Infographic,2023-10-16
Retargeting,Facebook Audience Network,Desktop,111.48,2229,375,37,31.0,Infographic,2023-10-16
Prospecting,Instagram,Desktop,54.14,1353,101,5,15.0,Product,2023-10-16
CRM,GDN,Mobile,68.55,1508,626,43,31.0,Lifestyle,2023-10-16
Retargeting,GDN,Desktop,85.17,1703,781,78,61.0,Product,2023-10-16
CRM,Facebook News Feed,Mobile,56.26,1237,91,6,15.0,Lifestyle,2023-10-16
Prospecting,Facebook Audience Network,Mobile,82.81,2070,410,20,15.0,Infographic,2023-10-16
Retargeting,Instagram,Desktop,111.73,2234,405,40,15.0,Lifestyle,2023-10-16
Retargeting,Facebook Audience Network,Desktop,108.91,2178,20,2,15.0,Lifestyle,2023-10-16
Retargeting,Facebook Audience Network,Mobile,99.0,1980,631,63,46.0,Product,2023-10-16
Prospecting,Instagram,Mobile,73.63,1840,407,20,15.0,Lifestyle,2023-10-16
Prospecting,Instagram,Desktop,86.18,2154,18,5,15.0,Infographic,2023-10-16
Retargeting,Facebook Audience Network,Mobile,97.63,1952,535,53,31.0,Infographic,2023-10-16
Prospecting,GDN,Mobile,107.08,2677,152,7,15.0,Infographic,2023-10-16
CRM,Facebook Audience Network,Mobile,65.86,1449,300,21,15.0,Product,2023-10-16
CRM,Instagram,Mobile,50.77,1116,412,28,31.0,Lifestyle,2023-10-16
Prospecting,Facebook Audience Network,Mobile,72.84,1820,201,10,15.0,Lifestyle,2023-10-15
CRM,Instagram,Desktop,60.48,1330,138,9,15.0,Product,2023-10-15
Prospecting,GDN,Mobile,99.49,2487,23,1,15.0,Infographic,2023-10-15
Retargeting,Facebook Audience Network,Mobile,128.22,2564,11,1,15.0,Infographic,2023-10-15
CRM,GDN,Desktop,56.04,1232,134,9,15.0,Product,2023-10-15
Retargeting,Facebook Audience Network,Desktop,81.33,1626,80,8,15.0,Product,2023-10-15
Retargeting,Facebook Audience Network,Desktop,78.77,1575,354,35,15.0,Infographic,2023-10-15
Retargeting,Instagram,Mobile,105.05,2100,590,59,31.0,Infographic,2023-10-15
CRM,Facebook News Feed,Mobile,83.04,1826,278,19,15.0,Lifestyle,2023-10-15
CRM,Instagram,Desktop,65.39,1438,710,49,31.0,Infographic,2023-10-15
Retargeting,Facebook Audience Network,Desktop,68.12,1362,378,37,31.0,Infographic,2023-10-15
Retargeting,Facebook News Feed,Desktop,85.48,1709,293,29,15.0,Lifestyle,2023-10-15
Retargeting,Facebook News Feed,Desktop,87.52,1750,414,41,31.0,Product,2023-10-15
Prospecting,GDN,Desktop,67.67,1691,796,39,31.0,Lifestyle,2023-10-15
Retargeting,Facebook Audience Network,Mobile,92.24,1844,427,42,15.0,Lifestyle,2023-10-15
Prospecting,Instagram,Desktop,85.54,2138,730,36,31.0,Infographic,2023-10-15
Retargeting,Facebook News Feed,Mobile,113.64,2272,276,27,15.0,Product,2023-10-15
Retargeting,Facebook News Feed,Mobile,121.84,2436,48,4,15.0,Infographic,2023-10-15
Retargeting,Instagram,Desktop,110.48,2209,609,60,46.0,Product,2023-10-15
Retargeting,Instagram,Desktop,60.92,1218,292,29,31.0,Lifestyle,2023-10-15
CRM,Facebook News Feed,Desktop,49.43,1087,20,1,15.0,Product,2023-10-15
Retargeting,Instagram,Desktop,96.84,1936,443,44,31.0,Infographic,2023-10-15
Retargeting,GDN,Desktop,102.95,2058,471,47,31.0,Product,2023-10-15
Retargeting,Facebook News Feed,Mobile,117.23,2344,1161,116,77.0,Product,2023-10-15
Retargeting,GDN,Desktop,100.86,2017,229,22,31.0,Product,2023-10-15
Retargeting,Facebook Audience Network,Desktop,101.01,2020,837,83,46.0,Infographic,2023-10-15
Retargeting,GDN,Mobile,104.76,2095,356,35,15.0,Lifestyle,2023-10-15
Prospecting,Instagram,Desktop,76.17,1904,540,27,15.0,Lifestyle,2023-10-15
Prospecting,Facebook News Feed,Desktop,81.3,2032,826,41,15.0,Product,2023-10-15
Retargeting,GDN,Desktop,122.52,2450,935,93,61.0,Product,2023-10-15
Retargeting,Instagram,Mobile,98.32,1966,20,2,15.0,Product,2023-10-15
CRM,Instagram,Desktop,59.7,1313,610,42,31.0,Lifestyle,2023-10-15
Retargeting,GDN,Desktop,99.33,1986,574,57,31.0,Infographic,2023-10-15
Retargeting,Facebook News Feed,Desktop,125.96,2519,813,81,61.0,Product,2023-10-15
Retargeting,GDN,Desktop,77.84,1556,644,64,31.0,Product,2023-10-15
Retargeting,Facebook Audience Network,Mobile,135.52,2710,526,52,46.0,Product,2023-10-15
Prospecting,GDN,Desktop,62.35,1558,104,5,15.0,Lifestyle,2023-10-15
Retargeting,GDN,Mobile,86.92,1738,622,62,61.0,Lifestyle,2023-10-15
Prospecting,Facebook News Feed,Desktop,91.17,2279,850,42,31.0,Infographic,2023-10-15
Retargeting,GDN,Desktop,120.61,2412,423,42,15.0,Product,2023-10-15
Retargeting,Instagram,Desktop,71.93,1438,622,62,31.0,Product,2023-10-15
Prospecting,Facebook News Feed,Mobile,63.61,1590,3,5,15.0,Lifestyle,2023-10-15
Retargeting,Instagram,Desktop,105.56,2111,468,46,46.0,Lifestyle,2023-10-15
Prospecting,Facebook News Feed,Desktop,115.17,2879,663,33,15.0,Product,2023-10-15
Retargeting,Facebook Audience Network,Mobile,124.93,2498,886,88,77.0,Product,2023-10-15
Prospecting,Facebook Audience Network,Desktop,76.28,1906,537,26,15.0,Product,2023-10-15
